follower_id,following_id
129,1413
129,8824
129,6896
129,8497
129,5843
129,3445
129,1656
129,7098
129,2717
129,2847
130,2528
130,8456
130,8459
130,3374
130,8664
131,7876
131,8085
132,640
132,9420
132,206
132,8495
132,6896
132,403
132,9237
132,6616
132,506
132,7675
133,8705
133,4481
133,6088
133,1395
133,4440
134,6674
134,2363
135,3448
135,3117
136,67
136,5515
136,2983
137,7974
137,648
137,5448
137,652
137,2583
137,3163
137,2557
137,958
138,2144
138,4000
138,200
138,8906
138,4430
138,4786
138,5618
138,6037
138,8538
138,8541
138,1086
138,6239
139,5328
139,7205
139,7717
139,5552
140,1153
140,3723
140,7438
141,3024
141,6697
141,5250
143,1856
143,7714
143,5703
143,7495
143,7338
143,3211
143,2285
143,5616
143,2130
143,9686
143,1718
143,4987
143,1021
143,7870
144,4774
144,6877
144,1822
144,1567
145,4864
145,9635
145,2644
145,6230
145,703
146,264
146,5066
146,5034
146,3030
147,312
147,1706
147,5619
147,8568
147,5945
147,3099
148,2690
148,4482
148,5447
148,914
148,1466
148,5531
148,3388
148,7294
148,383
149,6602
149,9844
149,2890
149,5375
150,9408
150,7749
150,2584
150,1545
150,6219
150,8396
150,1134
150,3126
150,6520
150,3289
150,2394
151,7839
152,1056
152,3977
152,8362
152,6478
152,3056
152,3253
152,2709
152,1309
152,3069
153,9312
153,6081
153,6246
153,200
153,5576
153,6221
153,3789
153,535
153,5851
153,1277
153,4479
154,8803
154,5925
154,2702
154,3216
154,2235
155,480
155,3650
155,1155
155,3522
155,3881
155,5484
155,2490
155,6129
155,7226
155,3067
155,7292
156,9896
156,3678
156,5662
157,6647
157,1605
157,9349
157,3912
157,3799
157,5644
157,5102
157,3473
157,8666
157,7763
157,3122
157,599
157,7033
157,1210
157,29
158,6820
158,8778
158,5773
158,2486
158,9911
158,5915
158,766
159,675
159,4230
159,263
159,938
159,4459
159,6060
159,7757
159,8337
159,1459
159,9366
159,4191
160,9605
160,3845
160,5543
160,3949
160,7668
160,1662
161,4170
161,6035
161,6125
162,3439
162,7120
162,5022
162,6328
162,7038
163,5792
163,8933
163,1833
163,6572
163,5721
164,2179
164,2005
164,5686
164,8408
164,476
164,2909
165,7908
165,4869
165,7070
165,2399
166,1344
166,7391
166,298
166,4665
166,7733
166,1333
166,3833
166,8923
166,1951
167,5632
167,1569
167,35
167,4452
167,6439
167,8906
167,3119
167,3536
167,1489
167,3311
167,179
167,1178
167,4127
168,5060
168,997
168,7270
168,3844
168,5579
168,4557
168,686
168,3733
168,957
169,5249
169,5761
169,7042
169,9674
169,5968
169,9945
169,1372
170,1210
171,8904
171,1832
171,7404
171,3893
171,1791
172,7780
172,5375
173,3563
173,2404
173,8518
174,4720
174,7905
174,4947
174,6159
175,2868
176,6306
176,2051
176,746
176,3179
176,5069
176,7726
176,8049
176,2898
176,6621
176,3679
177,6992
177,6432
177,5962
177,6237
178,5314
178,3683
178,487
178,7499
178,4556
178,4973
178,7795
178,4984
178,697
179,2690
179,8484
179,1273
179,4421
179,2919
179,8020
179,3671
179,8343
179,2329
180,4184
180,2016
181,7942
181,3367
181,5546
181,4459
181,3884
181,1421
181,2736
181,2163
181,4020
181,9113
181,1275
182,8262
182,876
182,5872
182,2131
182,7029
182,8534
182,1371
183,4321
183,1605
183,421
183,4279
183,1848
184,3106
184,1506
184,229
184,2406
184,2607
184,1299
184,3070
185,2620
185,5870
186,3680
186,5607
186,7374
186,5203
186,2484
186,5557
186,5110
186,316
187,6435
187,6590
187,2438
187,2764
187,2893
187,4894
187,6040
187,2845
187,4222
188,7976
188,7441
188,2994
188,2041
188,9310
189,4440
189,3161
189,9692
189,6919
190,6056
190,5265
190,7862
191,1770
191,6773
191,1774
191,7735
192,5515
192,4238
193,9506
193,9251
193,7331
193,3595
193,2644
194,9297
194,9562
194,5378
194,6263
195,519
195,1427
195,4693
195,150
195,2999
195,2586
195,9148
196,9825
196,1699
196,1511
196,1868
196,7505
196,1043
196,6678
196,1782
196,6810
196,7196
197,7984
198,3686
198,9887
198,3158
198,3991
198,1753
198,4831
199,3859
199,7509
200,4704
200,3139
200,4740
200,2501
200,844
200,116
200,220
201,2463
201,8039
201,4543
202,9432
202,1377
203,513
203,3332
204,6721
204,2105
204,4535
205,7072
205,4764
205,8697
205,8913
205,2162
205,9397
205,7670
205,1400
205,1529
205,4316
205,8671
206,3530
206,9206
206,1831
207,4320
207,9096
207,8969
207,6568
207,8523
207,365
207,9232
207,8471
207,4187
207,4062
208,4921
208,7053
208,1294
209,8193
209,2797
209,9842
209,1910
209,2072
210,9092
210,9798
210,583
210,2377
210,749
210,7891
210,8503
210,1051
211,2337
211,3394
211,8002
211,1381
211,3978
211,5776
211,2483
211,9719
211,6361
211,7931
211,5662
212,9041
212,4305
212,5128
212,7870
213,3207
213,3756
213,3542
213,6039
213,731
213,5661
214,7712
214,4841
214,1770
214,9071
214,8022
214,5018
215,8000
215,290
215,8807
215,7399
215,9615
215,725
215,8054
215,1239
215,9464
215,3612
215,8286
216,3176
216,1996
216,5148
217,5440
217,3777
217,7898
217,1373
218,7264
218,5220
218,596
218,3510
218,1370
219,5848
219,5455
219,1423
220,7556
220,6343
220,7528
220,5205
220,2456
220,6361
220,1466
220,4699
221,6866
221,6802
221,893
221,9974
222,1735
222,6607
222,7159
222,5790
222,8639
223,8136
223,8172
223,7030
224,2713
224,1085
224,439
225,5048
225,5157
226,8080
226,2921
226,3311
227,2273
227,2979
227,4387
227,5927
227,7689
227,8524
227,76
227,7436
227,3960
227,8058
227,6459
228,3744
228,1251
228,6727
228,2279
228,489
228,1901
228,6515
228,9430
228,2588
228,445
230,6089
230,9738
230,7236
230,669
231,1348
231,3530
231,7563
231,4719
231,9232
231,7057
231,8694
231,7707
231,318
232,808
232,4337
232,5587
232,6631
233,2913
233,7811
233,613
233,7048
233,9673
233,1386
233,5968
233,5887
233,6390
233,568
233,6938
233,5183
234,1240
234,5983
235,5957
235,701
235,8078
235,6644
235,8629
235,4822
235,7773
235,2111
236,2537
236,9229
236,3608
236,2681
236,730
237,5793
237,3304
237,2696
237,7560
237,5746
238,5669
238,7314
238,9111
238,9368
238,5561
239,3866
239,1755
239,3156
240,3378
240,2579
240,7108
240,8405
241,9696
241,7075
241,8164
241,8075
241,7435
241,2635
241,8818
241,4307
241,4696
241,7515
242,9896
242,366
242,2807
243,3048
243,3578
243,7342
243,4351
244,2729
244,8495
244,8147
244,8246
244,5879
244,9788
245,5828
245,8808
245,3769
245,1819
245,6334
246,9443
246,5094
246,5324
246,879
246,3987
246,5749
246,4669
247,9826
247,7843
247,8004
247,8677
247,8292
247,7559
247,8685
247,4882
247,4891
247,6622
248,359
248,8591
250,1120
250,227
250,9956
250,7815
250,3784
250,8424
250,6762
250,2250
250,8141
250,2349
250,3156
251,2734
252,2128
252,7955
252,8165
253,3553
253,5666
253,8970
253,8789
253,6165
253,8983
254,5265
254,5883
254,6701
254,2065
255,3706
255,4269
256,6122
256,8490
256,465
256,8120
256,2364
257,9457
257,3981
258,2338
258,3634
258,7573
259,4834
259,9796
259,2057
259,2559
259,7532
259,6285
259,1326
259,6543
259,1422
259,3570
259,5843
259,8824
259,9113
259,4090
259,2045
259,1630
259,8511
260,9856
260,5709
261,7938
261,1955
261,8197
261,4614
261,711
261,4936
261,7977
261,6860
261,7986
261,568
261,3227
261,6397
261,7384
262,3810
262,2979
262,2886
262,907
262,7470
262,4816
262,8756
262,4053
262,5339
262,3228
262,9215
263,8867
263,2917
263,1138
263,8306
263,2102
263,9560
263,957
264,2481
264,5978
264,9596
264,879
265,8257
265,8867
265,9648
265,209
265,4853
265,9497
266,3042
266,8679
266,6732
266,5295
266,8603
266,3966
267,1420
267,5962
267,5116
268,4096
268,808
268,5608
268,3277
268,1202
268,3668
268,1781
268,150
268,8599
269,4216
269,2956
269,4676
269,6799
270,9185
270,7137
270,9733
270,6217
270,4725
270,1528
270,4025
270,2682
271,4856
271,2545
271,1704
271,6336
272,7094
273,3136
273,5991
273,1063
273,6599
273,1322
273,9425
273,8498
273,9656
273,2267
273,5112
274,6721
274,2338
274,2952
274,5065
274,1418
274,4696
274,2931
274,52
274,7445
274,3574
274,3924
274,440
274,6682
274,7100
275,2042
275,2475
276,932
276,934
276,3433
276,6428
276,2558
277,7194
278,432
279,6732
280,5139
280,1012
280,6150
281,9125
281,870
281,5996
281,1584
281,9427
281,341
281,6326
281,7992
281,345
281,3643
281,8126
281,2079
282,4803
282,2375
282,1099
282,2255
282,4336
284,1056
284,482
284,6916
284,6885
284,7302
284,397
284,2996
284,5050
284,6043
284,6943
285,9192
285,6851
285,4350
285,8559
287,6225
288,8000
288,1004
288,6867
288,7412
288,7613
289,3010
289,2820
289,7111
289,8554
289,109
289,2735
289,4655
289,4881
289,3094
290,5570
290,7687
290,4521
290,7244
290,9650
290,50
290,5278
291,7831
292,6590
293,8993
293,9415
293,6156
293,2391
294,3936
294,9885
294,425
294,3244
294,1405
294,3572
294,24
294,8697
294,6845
294,6174
295,5397
296,9843
296,8996
296,675
296,8895
297,9538
297,7463
297,5643
297,5868
297,9579
297,8879
297,439
297,2328
297,1207
297,8280
298,6825
298,4178
298,7570
298,6900
298,7962
298,3739
299,9318
299,6920
299,7338
299,5612
299,557
299,430
299,3991
299,2963
299,3158
299,9111
300,3012
300,6856
300,6153
300,3435
300,2893
300,7501
300,6453
300,3127
301,5370
301,8533
301,1175
302,6242
302,6083
302,3877
302,8965
302,6934
303,9944
303,6564
303,8368
304,4497
305,5088
305,769
305,554
305,1451
305,4401
305,475
305,1529
305,6491
306,7172
306,4765
306,6804
306,4603
306,4127
306,5981
306,5823
307,8225
307,4646
307,4847
307,8337
307,6905
307,9566
308,5344
308,1138
308,2516
308,6662
309,7877
309,7467
309,8175
309,8789
309,9177
309,1850
309,6267
310,6978
310,3589
310,8348
310,7917
311,4706
311,2052
311,7849
311,7283
311,8341
311,1022
311,8735
312,6312
312,9681
312,924
313,6730
313,775
314,3298
315,2917
315,7338
315,8427
315,2667
315,1709
315,173
315,2840
315,5949
316,9234
316,2292
316,3565
317,2201
317,7035
317,8742
318,4324
318,8101
318,9387
318,4880
318,627
318,1623
318,7287
319,2258
319,3539
319,5422
319,5455
320,8676
320,2629
320,9517
320,6222
320,729
320,8317
320,62
321,5324
321,6320
321,786
321,9269
321,2007
321,8472
321,3833
322,8026
322,6460
322,7479
323,4737
323,6702
324,2786
324,4006
324,2343
324,4457
324,978
324,7327
325,2176
325,8673
325,4422
325,4232
325,6285
325,820
325,53
325,2457
326,9153
326,4386
326,289
326,1124
326,7805
326,5125
326,2792
326,236
326,4366
326,2288
326,1117
326,7735
326,6237
326,1951
327,7451
327,3082
327,940
327,244
328,1921
328,8322
328,8547
328,3302
328,456
328,5576
328,5035
328,6605
328,8942
328,2930
328,7925
328,7639
328,4380
328,8319
329,7122
330,129
330,1863
330,8487
330,2442
330,5514
330,1326
330,4655
330,302
330,6641
330,4210
330,2611
330,594
330,5206
330,4502
330,3515
330,5662
331,224
331,9849
331,150
331,7686
332,8870
332,2923
332,7851
332,7127
332,5693
333,3746
334,5699
334,2363
334,9868
334,453
335,9408
335,9804
335,1805
335,4052
335,4982
336,8510
336,2095
337,4129
337,8740
337,4997
337,8797
337,4393
337,2059
337,6989
337,4880
337,6205
337,9429
337,6717
337,9534
338,9674
338,2702
339,8716
340,6115
340,6646
340,9662
342,563
342,2707
342,790
342,7228
342,4317
342,1727
343,6088
343,3343
343,468
343,5045
343,313
343,8059
343,30
343,6111
344,9859
344,7781
344,6214
344,5647
345,4965
345,6504
345,2064
345,4912
345,6803
345,3797
345,9370
345,6012
345,8221
345,4031
346,4609
346,1690
346,7900
346,2869
347,8545
347,3689
347,4976
347,4694
347,9662
348,2145
348,7236
348,1093
348,4422
348,8110
348,3599
348,6705
348,3315
348,5908
348,3221
348,6675
348,8571
349,5766
350,1099
350,6652
350,2111
351,9763
351,8425
351,1002
351,8076
351,6803
351,3923
351,1813
351,6901
351,5976
351,8506
351,5951
352,6657
352,2884
352,6821
352,9348
352,8234
352,876
352,6127
352,4755
352,7421
353,6500
353,8358
353,5479
353,1746
353,6579
353,728
353,3039
354,7188
355,2
355,8652
355,4623
356,932
356,2084
356,7385
356,3530
356,3532
356,5549
356,7343
356,119
356,9847
356,5977
357,6112
357,3017
357,4622
357,337
357,5621
357,4501
357,2486
357,4250
358,792
358,5080
359,1345
359,1894
359,9383
359,5520
359,20
361,8960
361,857
361,7396
362,5253
362,3039
362,3496
362,7721
362,6800
362,1274
362,4188
362,6271
363,7585
363,5986
364,7233
364,5217
364,5732
364,2564
364,7526
364,967
364,7690
364,9323
364,3409
364,7998
365,8769
365,681
365,6604
365,7982
365,474
366,1856
366,5448
366,6893
366,719
366,1684
366,7572
366,7542
366,725
366,7071
367,9025
367,1926
367,2679
367,5258
367,2446
367,3031
367,1202
367,8885
367,3799
368,8328
368,1394
368,6067
368,3212
369,3183
370,8960
370,6529
370,5766
370,135
370,4366
370,4119
370,5145
370,826
370,7875
370,2755
370,4941
370,8142
370,4946
370,2387
370,5990
370,2156
370,9072
370,9329
370,7166
371,6433
371,3682
371,579
371,740
371,8942
371,4855
371,5534
372,4899
372,133
372,3335
372,5193
372,5098
372,3184
372,7090
372,632
373,1265
374,5941
374,8967
375,1123
375,8005
375,3303
375,9452
375,2044
376,1056
376,4033
376,2146
376,4648
376,4811
377,6980
377,8936
377,726
377,4344
377,6361
377,351
378,417
378,483
378,7463
378,6506
378,5434
378,1267
378,6611
378,6102
378,793
378,2174
378,5212
378,286
379,8609
379,171
379,4092
379,8110
379,7824
379,882
379,435
379,6200
379,59
379,8092
380,5633
380,7074
380,419
380,5640
380,909
380,4398
380,8976
380,4337
380,3670
380,4505
381,2689
381,3580
381,3862
381,3031
382,7205
382,5662
382,1804
382,9487
382,114
382,2995
382,8376
382,1657
382,3390
383,5860
383,2597
383,3621
383,4201
383,4594
383,1303
383,5663
384,8451
384,7620
384,1829
384,6055
384,136
384,7434
384,6475
384,2128
384,7281
384,6739
384,6875
384,8284
384,5758
385,7265
385,8259
385,1035
385,1714
385,5555
385,6195
385,6486
386,1217
386,7441
386,145
386,3925
386,9144
386,7419
387,1480
387,6000
387,5909
388,1298
388,7756
388,9709
388,4270
389,9315
389,8717
389,8654
389,1071
390,2432
390,7715
390,2635
390,1515
390,7512
391,9464
391,3715
391,421
391,475
392,2338
392,6691
392,3981
392,1174
392,8823
392,2431
393,66
393,4962
393,2404
393,8742
393,524
393,6862
393,5263
393,3568
393,5072
393,2384
393,4240
393,3056
393,5974
393,5563
393,6268
393,7966
394,120
394,7764
394,1101
395,8007
395,6443
395,5101
395,693
395,4314
395,1311
396,3909
396,1870
396,7312
396,3570
396,6230
396,8475
396,3324
397,6401
397,9149
397,6814
398,71
398,5099
398,7915
398,8657
398,2005
398,607
399,5920
399,420
399,2756
399,40
399,2093
399,3217
399,3090
399,7925
399,345
399,893
400,2563
400,2285
400,4014
400,9711
400,7768
400,6397
400,9951
401,5498
401,2612
401,5341
401,8015
402,8384
402,4162
402,2416
402,3383
402,4538
405,5763
405,3461
405,5701
405,878
405,2448
405,7952
405,1909
405,3829
405,2327
405,6101
405,1212
406,5395
406,583
407,6337
407,5861
407,1352
407,8873
407,7211
407,5616
407,2387
407,8659
407,3604
407,9049
407,3101
407,3614
407,9663
408,2472
408,9435
408,8798
408,4519
409,7827
410,5825
410,8434
410,8395
410,2781
411,5674
411,9721
411,347
411,6076
411,6718
413,1288
414,2617
414,6160
414,3570
414,7349
414,8151
414,2521
414,6811
415,8489
415,7473
415,7928
415,8921
415,476
416,3521
416,1797
416,6727
416,4456
416,7249
416,3569
417,5888
417,2816
417,3106
417,3300
417,2958
417,2705
417,2069
417,347
418,4416
418,3057
418,1626
418,6535
419,5385
419,7098
420,2885
420,4486
420,2908
420,306
420,4787
420,4370
420,6744
420,3100
421,7883
421,3276
421,2157
421,8659
422,5348
422,4870
422,1324
422,4628
422,7255
422,7578
422,3323
423,4263
423,7438
423,7953
423,8981
423,5947
423,5789
423,4735
424,4033
424,6146
424,6819
424,6082
424,6792
424,5611
424,8812
424,4267
424,3379
424,1909
424,3928
425,8065
425,3170
425,7141
425,6694
425,2759
425,9900
425,4014
425,7406
425,9744
425,818
425,2389
425,3573
425,7768
425,4922
425,9214
425,8090
426,9984
426,1025
426,7202
426,4417
426,885
426,4796
426,8317
426,6686
426,8959
427,8839
427,2090
427,9515
427,7434
427,7086
427,6480
427,7357
428,8322
428,1484
428,1902
428,3982
428,6777
428,9854
428,3615
429,5957
429,3781
429,8455
429,7718
429,8905
429,8367
429,1200
429,790
429,7128
430,3664
430,6339
431,4642
431,4873
431,9068
431,2715
431,2047
432,3744
432,3878
432,4487
432,4621
432,6133
432,4312
432,8924
432,9663
433,4966
433,460
433,7662
433,1937
433,888
433,6650
434,2464
434,229
434,3951
434,1524
434,886
434,3389
435,8248
435,3681
435,9851
435,1310
436,4673
436,7747
436,2506
436,875
436,6992
436,1714
436,4372
436,91
437,2288
437,8293
437,6206
438,1472
438,3811
438,4294
438,1706
438,4331
438,5964
438,5809
438,273
438,9303
439,2402
439,1924
439,133
439,2312
439,4049
439,4563
439,84
439,86
439,6718
440,6646
441,2849
441,2019
441,1607
441,4520
441,1523
441,5845
441,6073
441,5146
442,2050
442,3773
442,1229
442,4557
442,4786
442,5842
442,6396
442,6836
442,5916
442,4605
442,3231
443,5505
443,2627
443,2683
443,2285
443,2361
443,8475
444,5045
445,7487
445,9580
445,4140
445,4366
445,6540
445,1817
445,3263
446,7420
446,6047
447,801
447,5286
447,7688
447,9200
447,2032
447,5875
447,283
448,872
448,4794
448,8357
449,324
449,2021
449,2503
449,4936
449,5098
449,8138
449,6060
449,5590
449,1114
449,7963
450,4833
450,4071
450,7762
450,8822
450,5980
450,959
451,6665
452,6824
452,3594
452,8976
452,7600
452,3605
453,4353
453,1830
453,8647
453,362
453,4362
453,300
453,3694
453,1618
454,7813
454,9093
454,3303
454,780
454,6252
454,2864
454,2905
454,8827
455,7332
455,8390
455,1863
455,9242
455,2685
456,3840
456,4545
456,4594
456,2551
456,8248
456,6078
457,1333
458,1861
458,7499
458,2028
458,4557
458,9327
458,7568
458,4370
458,5084
458,8574
459,5073
459,6642
459,139
459,6038
460,5894
460,776
460,7283
460,1044
460,7286
461,9285
461,6471
461,1351
461,8553
461,8754
461,9171
461,2332
462,8360
463,4493
463,5294
464,5010
464,3530
464,2651
464,2531
465,5280
465,6849
465,9826
465,9580
465,6992
465,7669
465,8598
465,4824
465,62
466,996
466,2084
466,8645
466,4840
466,1353
466,4751
466,7087
466,9908
466,6452
466,380
467,6104
467,706
467,5323
468,1734
468,7859
468,728
468,4538
468,4477
468,4031
469,7649
469,3213
469,9521
470,2672
470,2218
471,738
471,3619
471,2852
471,2611
471,6553
471,639
472,8745
473,8544
473,2909
474,7921
474,2036
474,4927
474,4039
475,3121
477,4712
477,2587
477,7034
477,1123
478,2248
478,5554
478,212
478,6199
478,1622
478,6071
478,7736
478,3385
478,4959
480,914
481,706
481,4739
481,7555
481,1189
481,43
481,2476
481,3437
481,1931
481,8015
481,7444
481,8856
481,2590
481,8575
482,5376
482,8577
482,9892
482,8261
482,6505
482,3754
482,8748
482,2637
482,5559
482,8536
483,334
483,8306
483,275
483,9460
483,440
484,8066
484,8098
484,9831
484,4716
484,8653
484,6832
484,1910
484,2045
485,42
485,5454
485,3599
486,6961
486,6644
486,7672
486,346
486,863
487,2721
487,3430
487,3929
487,1469
487,8159
488,8002
488,2596
488,8452
488,6664
488,2206
489,6337
489,98
489,2883
489,1444
489,709
489,5863
489,359
489,7662
489,5552
489,4220
489,2260
489,341
489,1817
489,9212
490,4769
490,3461
490,6603
490,5422
490,5008
490,279
490,3608
490,569
490,764
491,1347
491,2756
491,6182
491,5032
491,2283
491,4461
