user_id,event_id,signal_type,rating,label,implicit_label,signal_weight,timestamp,organizer_is_followed
7864,573,join_rated,4.0,1,1,3.0,2023-01-01 11:31:02.408341,0
6091,573,join_rated,2.0,0,1,2.0,2023-01-01 11:32:17.790569,0
3558,573,join_rated,4.0,1,1,3.0,2023-01-01 11:33:10.402608,0
7643,573,join_no_rate,,1,1,1.0,2023-01-01 11:34:02.262132,0
7772,573,join_rated,2.0,0,1,2.0,2023-01-01 11:34:25.369373,0
1028,573,join_rated,4.0,1,1,3.0,2023-01-01 11:35:29.871357,0
5627,573,join_rated,3.0,1,1,3.0,2023-01-01 11:36:26.882939,0
5370,573,join_no_rate,,1,1,1.0,2023-01-01 11:36:56.417613,0
238,573,join_rated,3.0,1,1,3.0,2023-01-01 11:39:59.724773,0
7091,573,join_no_rate,,1,1,1.0,2023-01-01 11:40:09.914589,0
9434,573,join_rated,4.0,1,1,3.0,2023-01-01 11:40:14.445132,0
2938,573,join_no_rate,,1,1,1.0,2023-01-01 11:41:23.869652,0
2840,573,join_no_rate,,1,1,1.0,2023-01-01 11:41:37.156812,0
7383,573,join_no_rate,,1,1,1.0,2023-01-01 11:41:44.890860,0
6315,573,join_no_rate,,1,1,1.0,2023-01-01 11:46:43.861758,0
8899,573,join_no_rate,,1,1,1.0,2023-01-01 11:46:53.916862,0
8845,573,join_rated,3.0,1,1,3.0,2023-01-01 11:47:58.776658,0
5220,573,join_rated,2.0,0,1,2.0,2023-01-01 11:47:58.777311,0
5742,573,join_rated,4.0,1,1,3.0,2023-01-01 11:48:06.318570,0
8050,573,join_no_rate,,1,1,1.0,2023-01-01 11:48:48.315506,0
732,573,join_rated,2.0,0,1,2.0,2023-01-01 11:49:52.064989,0
503,573,join_rated,1.0,0,1,2.0,2023-01-01 11:50:15.819273,0
840,573,join_rated,2.0,0,1,2.0,2023-01-01 11:50:39.319940,0
6940,573,join_rated,4.0,1,1,3.0,2023-01-01 11:50:55.504594,0
4279,573,join_rated,4.0,1,1,3.0,2023-01-01 11:52:28.459892,0
130,573,leave,,0,-1,-1.5,2023-01-01 11:53:09.434625,0
1083,573,join_rated,4.0,1,1,3.0,2023-01-01 11:53:22.375949,0
8695,573,join_no_rate,,1,1,1.0,2023-01-01 11:53:46.310399,0
9578,573,join_rated,2.0,0,1,2.0,2023-01-01 11:55:22.500892,0
6193,573,join_rated,3.0,1,1,3.0,2023-01-01 11:55:33.141774,0
7606,573,join_no_rate,,1,1,1.0,2023-01-01 11:56:51.859387,0
8052,573,join_rated,0.0,0,1,2.0,2023-01-01 11:57:13.222227,0
7351,573,join_rated,3.0,1,1,3.0,2023-01-01 11:58:17.958061,0
1427,573,join_rated,2.0,0,1,2.0,2023-01-01 11:58:27.113528,0
1326,573,join_rated,3.0,1,1,3.0,2023-01-01 11:58:53.535935,0
6524,573,join_rated,2.0,0,1,2.0,2023-01-01 11:59:09.678936,0
4282,573,join_rated,4.0,1,1,3.0,2023-01-01 11:59:37.576075,0
2512,573,join_rated,3.0,1,1,3.0,2023-01-01 11:59:42.857555,0
6205,573,join_no_rate,,1,1,1.0,2023-01-01 12:00:09.673102,0
6399,573,join_rated,3.0,1,1,3.0,2023-01-01 12:00:14.380199,0
6420,573,leave,,0,-1,-1.5,2023-01-01 12:00:19.492006,0
1400,573,join_rated,2.0,0,1,2.0,2023-01-01 12:02:16.904075,0
7735,573,leave,,0,-1,-1.5,2023-01-01 12:02:19.736353,0
6759,573,leave,,0,-1,-1.5,2023-01-01 12:03:46.484296,0
6943,573,join_rated,3.0,1,1,3.0,2023-01-01 12:06:35.976377,0
785,573,join_no_rate,,1,1,1.0,2023-01-01 12:08:00.702969,0
3905,573,join_no_rate,,1,1,1.0,2023-01-01 12:11:11.014628,0
9164,573,join_rated,2.0,0,1,2.0,2023-01-01 12:11:14.438905,0
1853,573,join_no_rate,,1,1,1.0,2023-01-01 12:11:34.791312,0
2121,573,join_no_rate,,1,1,1.0,2023-01-01 12:11:41.673968,0
5602,573,join_no_rate,,1,1,1.0,2023-01-01 12:12:27.178646,0
3908,573,join_rated,1.0,0,1,2.0,2023-01-01 12:14:41.019018,0
7967,573,join_rated,4.0,1,1,3.0,2023-01-01 12:15:30.852413,0
5815,573,join_no_rate,,1,1,1.0,2023-01-01 12:15:39.602644,0
8407,573,join_no_rate,,1,1,1.0,2023-01-01 12:16:00.280566,0
9782,573,join_rated,4.0,1,1,3.0,2023-01-01 12:16:43.126285,0
8847,573,join_rated,2.0,0,1,2.0,2023-01-01 12:17:26.064015,0
4105,573,join_rated,2.0,0,1,2.0,2023-01-01 12:17:39.089313,0
8583,573,join_rated,2.0,0,1,2.0,2023-01-01 12:18:45.772444,0
7234,573,join_rated,4.0,1,1,3.0,2023-01-01 12:21:59.903136,0
562,573,join_no_rate,,1,1,1.0,2023-01-01 12:22:32.838274,0
2446,573,join_rated,2.0,0,1,2.0,2023-01-01 12:22:56.510275,0
5638,573,join_rated,3.0,1,1,3.0,2023-01-01 12:27:40.743503,0
1613,573,join_no_rate,,1,1,1.0,2023-01-01 12:28:12.542041,0
9213,573,join_rated,3.0,1,1,3.0,2023-01-01 12:28:57.085894,0
398,573,join_no_rate,,1,1,1.0,2023-01-01 12:30:46.698939,0
3780,573,join_rated,3.0,1,1,3.0,2023-01-01 12:31:09.271845,0
6600,573,join_rated,3.0,1,1,3.0,2023-01-01 12:31:58.720962,0
345,573,join_no_rate,,1,1,1.0,2023-01-01 12:32:13.411742,0
7213,573,join_no_rate,,1,1,1.0,2023-01-01 12:34:50.121791,0
689,573,join_rated,3.0,1,1,3.0,2023-01-01 12:35:18.355028,0
5689,573,leave,,0,-1,-1.5,2023-01-01 12:38:57.616239,0
2551,573,join_rated,2.0,0,1,2.0,2023-01-01 12:39:43.376178,0
7254,573,join_rated,2.0,0,1,2.0,2023-01-01 12:39:59.906014,0
8142,573,join_no_rate,,1,1,1.0,2023-01-01 12:40:16.582805,0
3965,573,join_no_rate,,1,1,1.0,2023-01-01 12:40:50.618841,0
5182,573,leave,,0,-1,-1.5,2023-01-01 12:40:59.515433,0
5751,573,join_rated,2.0,0,1,2.0,2023-01-01 12:42:06.951498,0
4812,573,leave,,0,-1,-1.5,2023-01-01 12:42:12.533162,0
2532,573,join_rated,4.0,1,1,3.0,2023-01-01 12:44:05.395347,0
1863,573,join_no_rate,,1,1,1.0,2023-01-01 12:44:41.123097,0
2753,573,join_rated,3.0,1,1,3.0,2023-01-01 12:45:56.901590,0
165,573,join_rated,2.0,0,1,2.0,2023-01-01 12:46:27.301219,0
7060,573,join_rated,2.0,0,1,2.0,2023-01-01 12:49:20.336183,0
1925,573,join_rated,2.0,0,1,2.0,2023-01-01 12:51:21.588314,0
6977,573,join_no_rate,,1,1,1.0,2023-01-01 12:51:32.217581,0
7097,3165,join_rated,3.0,1,1,3.0,2023-01-01 19:24:41.004362,0
9953,3165,join_no_rate,,1,1,1.0,2023-01-01 19:26:30.188251,0
554,3165,join_rated,3.0,1,1,3.0,2023-01-01 19:27:44.892609,0
416,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:28:48.649253,0
9473,3165,join_no_rate,,1,1,1.0,2023-01-01 19:28:59.461850,0
7485,3165,join_no_rate,,1,1,1.0,2023-01-01 19:30:40.356428,0
744,3165,leave,,0,-1,-1.5,2023-01-01 19:30:47.327764,0
6921,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:31:23.145936,0
6761,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:31:55.541011,0
4832,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:32:21.998140,0
5805,3165,join_no_rate,,1,1,1.0,2023-01-01 19:34:11.361606,0
3162,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:35:16.416375,0
9509,3165,join_rated,1.0,0,1,2.0,2023-01-01 19:36:26.526263,0
6835,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:37:32.851671,0
6246,3165,leave,,0,-1,-1.5,2023-01-01 19:38:58.290984,0
8437,3165,join_no_rate,,1,1,1.0,2023-01-01 19:39:01.008667,0
6740,3165,join_no_rate,,1,1,1.0,2023-01-01 19:39:37.585155,0
1497,3165,join_no_rate,,1,1,1.0,2023-01-01 19:40:00.805495,0
4057,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:41:00.735968,0
5553,3165,join_no_rate,,1,1,1.0,2023-01-01 19:41:56.710709,0
941,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:42:46.084437,0
3323,3165,leave,,0,-1,-1.5,2023-01-01 19:45:58.405505,0
5276,3165,join_no_rate,,1,1,1.0,2023-01-01 19:47:57.793093,0
4299,3165,join_no_rate,,1,1,1.0,2023-01-01 19:48:46.313245,0
742,3165,join_no_rate,,1,1,1.0,2023-01-01 19:48:59.972742,0
3197,3165,join_rated,3.0,1,1,3.0,2023-01-01 19:49:54.878565,0
4968,3165,join_rated,1.0,0,1,2.0,2023-01-01 19:50:31.595900,0
9715,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:53:35.803538,0
5419,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:56:24.235724,0
6960,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:57:01.623598,0
4,3165,join_rated,2.0,0,1,2.0,2023-01-01 19:57:09.463964,0
6812,3165,join_no_rate,,1,1,1.0,2023-01-01 19:57:41.711339,0
3901,3165,join_rated,4.0,1,1,3.0,2023-01-01 19:58:04.993314,0
8810,3165,join_rated,3.0,1,1,3.0,2023-01-01 19:59:25.465623,0
1621,3165,join_no_rate,,1,1,1.0,2023-01-01 19:59:53.658397,0
2296,3165,join_rated,3.0,1,1,3.0,2023-01-01 19:59:53.894132,0
8919,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:05:20.321998,0
4510,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:07:37.412875,0
6788,3165,join_rated,4.0,1,1,3.0,2023-01-01 20:08:26.697368,0
8211,3165,leave,,0,-1,-1.5,2023-01-01 20:12:59.425461,0
8398,3165,join_no_rate,,1,1,1.0,2023-01-01 20:13:56.996246,0
1796,3165,join_rated,4.0,1,1,3.0,2023-01-01 20:15:14.686346,0
8677,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:16:46.868195,0
511,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:17:36.634967,0
9704,3165,join_rated,2.0,0,1,2.0,2023-01-01 20:17:43.170546,0
5399,3165,join_no_rate,,1,1,1.0,2023-01-01 20:17:47.076857,0
3866,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:18:03.794808,0
8740,3165,leave,,0,-1,-1.5,2023-01-01 20:19:17.079437,0
6801,3165,join_no_rate,,1,1,1.0,2023-01-01 20:28:44.233038,0
5224,3165,leave,,0,-1,-1.5,2023-01-01 20:30:32.468097,0
3146,3165,join_rated,4.0,1,1,3.0,2023-01-01 20:32:47.899766,0
5161,3165,join_rated,2.0,0,1,2.0,2023-01-01 20:35:28.928393,0
8962,3165,join_no_rate,,1,1,1.0,2023-01-01 20:37:16.546614,0
9396,3165,join_no_rate,,1,1,1.0,2023-01-01 20:40:27.457133,0
3691,3165,join_no_rate,,1,1,1.0,2023-01-01 20:42:31.536388,0
8788,3165,join_rated,2.0,0,1,2.0,2023-01-01 20:42:53.346177,0
748,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:44:46.801534,0
2142,3165,join_rated,4.0,1,1,3.0,2023-01-01 20:45:06.815816,0
7420,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:49:43.023987,0
5570,3165,join_rated,2.0,0,1,2.0,2023-01-01 20:52:35.441363,0
1511,2355,leave,,0,-1,-1.5,2023-01-01 20:54:54.853859,0
1755,3165,join_no_rate,,1,1,1.0,2023-01-01 20:55:06.732454,0
337,2355,join_rated,4.0,1,1,3.0,2023-01-01 20:57:13.115695,0
6700,3165,leave,,0,-1,-1.5,2023-01-01 20:57:14.150049,0
7399,3165,join_rated,3.0,1,1,3.0,2023-01-01 20:57:24.065004,0
8515,3165,join_rated,4.0,1,1,3.0,2023-01-01 20:57:42.417324,0
256,2355,join_no_rate,,1,1,1.0,2023-01-01 20:57:50.166368,0
2451,3165,leave,,0,-1,-1.5,2023-01-01 20:58:29.124763,0
1824,2355,join_rated,4.0,1,1,3.0,2023-01-01 20:58:35.342283,0
7790,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:00:52.908643,0
7644,3165,join_rated,4.0,1,1,3.0,2023-01-01 21:01:32.144707,0
9353,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:07:07.344240,0
6280,3165,join_rated,4.0,1,1,3.0,2023-01-01 21:07:41.371092,0
4677,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:07:45.783335,0
5638,3165,join_rated,2.0,0,1,2.0,2023-01-01 21:09:11.780046,0
9007,3165,leave,,0,-1,-1.5,2023-01-01 21:09:12.877987,0
7633,3165,join_rated,4.0,1,1,3.0,2023-01-01 21:09:41.302503,0
9248,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:09:50.020896,0
8835,2355,join_no_rate,,1,1,1.0,2023-01-01 21:10:24.981142,0
9093,2355,join_rated,1.0,0,1,2.0,2023-01-01 21:10:37.590925,0
1279,3165,join_rated,4.0,1,1,3.0,2023-01-01 21:10:56.141772,0
6916,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:12:48.152927,0
6411,3165,join_no_rate,,1,1,1.0,2023-01-01 21:13:15.783441,0
2464,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:15:41.528454,0
6889,3165,join_no_rate,,1,1,1.0,2023-01-01 21:16:42.031160,0
399,3165,join_rated,3.0,1,1,3.0,2023-01-01 21:17:37.756836,0
788,3165,join_rated,3.0,1,1,3.0,2023-01-01 21:17:42.285940,0
3594,3165,join_rated,2.0,0,1,2.0,2023-01-01 21:18:08.395879,0
8227,2355,leave,,0,-1,-1.5,2023-01-01 21:18:49.720287,0
195,2355,join_rated,0.0,0,1,2.0,2023-01-01 21:19:54.770199,0
8898,2537,leave,,0,-1,-1.5,2023-01-01 21:21:00.998799,0
6572,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:21:12.984789,0
8017,2537,join_no_rate,,1,1,1.0,2023-01-01 21:21:53.062595,0
5884,3165,leave,,0,-1,-1.5,2023-01-01 21:23:00.711788,0
6179,2355,join_no_rate,,1,1,1.0,2023-01-01 21:23:05.920415,0
8653,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:23:20.080609,0
3958,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:23:24.906433,0
506,3165,join_no_rate,,1,1,1.0,2023-01-01 21:23:35.711373,0
6836,3165,join_rated,2.0,0,1,2.0,2023-01-01 21:23:48.168244,0
7486,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:24:41.436798,0
208,2355,join_no_rate,,1,1,1.0,2023-01-01 21:24:59.392193,0
2012,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:25:18.798259,0
2239,2537,join_rated,1.0,0,1,2.0,2023-01-01 21:26:49.421251,0
8112,2537,leave,,0,-1,-1.5,2023-01-01 21:26:50.025264,0
3608,2537,join_rated,4.0,1,1,3.0,2023-01-01 21:26:56.478909,0
3410,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:28:40.252523,0
3170,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:29:11.676537,0
7877,2355,join_no_rate,,1,1,1.0,2023-01-01 21:30:17.830489,0
8520,2537,join_no_rate,,1,1,1.0,2023-01-01 21:30:32.103972,0
282,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:30:37.487858,0
9713,2537,join_no_rate,,1,1,1.0,2023-01-01 21:31:03.909378,0
5883,2537,join_rated,0.0,0,1,2.0,2023-01-01 21:31:28.495477,0
477,2355,join_no_rate,,1,1,1.0,2023-01-01 21:32:42.895160,0
9641,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:32:49.108504,0
1536,2355,join_no_rate,,1,1,1.0,2023-01-01 21:35:46.123941,0
8498,2355,leave,,0,-1,-1.5,2023-01-01 21:35:46.716931,0
4985,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:36:03.852064,0
6818,2537,join_no_rate,,1,1,1.0,2023-01-01 21:36:19.390652,0
7117,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:37:13.211211,0
7557,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:38:27.662389,0
1742,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:38:54.244251,0
9519,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:39:43.040809,0
9409,2355,join_no_rate,,1,1,1.0,2023-01-01 21:39:56.935885,0
7366,2537,join_rated,3.0,1,1,3.0,2023-01-01 21:40:22.294177,0
7215,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:40:56.422234,0
8551,2537,join_rated,3.0,1,1,3.0,2023-01-01 21:41:19.303638,0
480,2537,join_no_rate,,1,1,1.0,2023-01-01 21:41:25.279960,0
2517,2355,join_rated,1.0,0,1,2.0,2023-01-01 21:41:51.702873,0
2873,2355,join_no_rate,,1,1,1.0,2023-01-01 21:41:57.803898,0
5512,2537,join_no_rate,,1,1,1.0,2023-01-01 21:42:02.376594,0
2735,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:42:19.475846,0
4887,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:42:30.738428,0
7826,2355,join_no_rate,,1,1,1.0,2023-01-01 21:42:57.053078,0
5963,2355,join_rated,2.0,0,1,2.0,2023-01-01 21:43:13.295631,0
1014,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:43:19.925217,0
3974,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:45:05.700042,0
9367,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:45:21.955805,0
9567,2355,join_no_rate,,1,1,1.0,2023-01-01 21:45:42.184157,0
7623,2537,join_no_rate,,1,1,1.0,2023-01-01 21:45:49.301552,0
9032,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:47:04.474517,0
1315,2537,join_no_rate,,1,1,1.0,2023-01-01 21:47:23.946166,0
7199,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:49:50.601393,0
9637,2537,join_rated,4.0,1,1,3.0,2023-01-01 21:51:13.609851,0
4744,2355,join_rated,3.0,1,1,3.0,2023-01-01 21:51:54.512843,0
4096,2537,join_no_rate,,1,1,1.0,2023-01-01 21:52:26.829271,0
2994,2355,join_no_rate,,1,1,1.0,2023-01-01 21:53:59.922874,0
172,2537,join_rated,3.0,1,1,3.0,2023-01-01 21:54:17.122408,0
3106,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:54:28.125455,0
3781,2537,join_rated,4.0,1,1,3.0,2023-01-01 21:56:22.846412,0
241,2355,join_rated,4.0,1,1,3.0,2023-01-01 21:56:37.525979,0
1736,2355,leave,,0,-1,-1.5,2023-01-01 21:57:09.014469,0
7375,2537,join_rated,2.0,0,1,2.0,2023-01-01 21:58:18.045090,0
3079,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:00:16.183151,0
3878,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:00:36.940140,0
6898,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:01:03.843674,0
2992,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:01:48.458015,0
5193,2355,join_no_rate,,1,1,1.0,2023-01-01 22:02:06.850654,0
2464,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:03:13.836211,0
7924,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:03:15.506053,0
2159,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:03:57.906350,0
27,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:04:02.983982,0
9950,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:04:13.063681,0
2203,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:04:21.849058,0
8781,2537,leave,,0,-1,-1.5,2023-01-01 22:05:48.690085,0
9111,2355,join_no_rate,,1,1,1.0,2023-01-01 22:07:00.444864,0
2104,2355,join_no_rate,,1,1,1.0,2023-01-01 22:08:58.173565,0
1813,2537,join_rated,1.0,0,1,2.0,2023-01-01 22:10:10.702086,0
4098,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:10:29.092859,0
4418,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:12:41.644959,0
1945,2355,join_rated,0.0,0,1,2.0,2023-01-01 22:12:58.699441,0
5403,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:13:04.069740,0
9189,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:13:04.075034,0
3569,2355,join_no_rate,,1,1,1.0,2023-01-01 22:13:07.185002,0
9006,2355,join_no_rate,,1,1,1.0,2023-01-01 22:14:58.667437,0
5821,2355,join_no_rate,,1,1,1.0,2023-01-01 22:16:41.061078,0
6083,2537,join_no_rate,,1,1,1.0,2023-01-01 22:16:49.359575,0
2957,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:17:11.754389,0
9148,2537,join_rated,1.0,0,1,2.0,2023-01-01 22:17:43.983811,0
1256,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:17:53.508253,0
6180,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:18:15.281117,0
7935,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:18:15.978036,0
8506,2537,join_no_rate,,1,1,1.0,2023-01-01 22:18:23.549172,0
507,2355,join_no_rate,,1,1,1.0,2023-01-01 22:18:49.049954,0
3179,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:18:57.874609,0
6467,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:19:05.131246,0
2412,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:19:06.553668,0
6826,2537,join_no_rate,,1,1,1.0,2023-01-01 22:19:21.838008,0
9581,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:19:39.604236,0
6871,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:19:45.047169,0
6865,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:20:14.038500,0
8248,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:20:55.091699,0
675,2537,join_no_rate,,1,1,1.0,2023-01-01 22:21:13.404209,0
9242,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:21:37.720653,0
9881,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:21:39.361693,0
4693,2355,join_no_rate,,1,1,1.0,2023-01-01 22:21:59.390067,0
1886,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:22:43.916207,0
4536,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:23:29.965144,0
4526,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:25:21.461218,0
7574,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:25:28.866240,0
3795,2537,leave,,0,-1,-1.5,2023-01-01 22:26:40.809623,0
3302,2537,join_no_rate,,1,1,1.0,2023-01-01 22:27:41.221907,0
5489,2355,join_rated,4.0,1,1,3.0,2023-01-01 22:28:20.179419,0
8933,2537,leave,,0,-1,-1.5,2023-01-01 22:30:27.334147,0
2079,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:30:28.225337,0
6056,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:31:54.730674,0
1394,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:33:00.203043,0
104,2355,join_rated,4.0,1,1,3.0,2023-01-01 22:33:40.690611,0
7657,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:34:08.343072,0
3162,2537,join_rated,2.0,0,1,2.0,2023-01-01 22:34:40.997377,0
614,2537,join_rated,0.0,0,1,2.0,2023-01-01 22:34:48.603031,0
4522,2355,join_rated,4.0,1,1,3.0,2023-01-01 22:35:00.626294,0
281,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:35:07.411415,0
1715,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:36:04.365079,0
4157,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:39:55.236502,0
6826,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:41:09.345215,0
4783,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:41:11.170214,0
7217,2537,join_no_rate,,1,1,1.0,2023-01-01 22:41:13.950025,0
5598,2537,join_no_rate,,1,1,1.0,2023-01-01 22:41:20.782986,0
6443,2537,join_no_rate,,1,1,1.0,2023-01-01 22:43:03.408798,0
3675,2537,join_rated,0.0,0,1,2.0,2023-01-01 22:43:46.336636,0
2868,2355,join_rated,0.0,0,1,2.0,2023-01-01 22:44:32.479991,0
2061,2537,join_no_rate,,1,1,1.0,2023-01-01 22:44:41.085639,0
1781,2537,join_no_rate,,1,1,1.0,2023-01-01 22:46:02.808606,0
5893,2537,join_rated,3.0,1,1,3.0,2023-01-01 22:46:09.947611,0
4978,2537,join_no_rate,,1,1,1.0,2023-01-01 22:46:40.986921,0
7209,2537,leave,,0,-1,-1.5,2023-01-01 22:46:48.949304,0
1699,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:46:58.522849,0
3577,2355,join_rated,3.0,1,1,3.0,2023-01-01 22:47:25.283371,0
4139,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:48:05.497926,0
3313,2537,join_rated,4.0,1,1,3.0,2023-01-01 22:49:45.860122,0
5570,2355,join_rated,2.0,0,1,2.0,2023-01-01 22:50:19.382784,0
